,title,rating,completion_time,modules_number
608,Instructional Methods in Health Professions Education,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
609,Introduction to English Common Law,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
610,Professional Scrum Master Specialization,4.8,Get in-depth knowledge of a subject,4 course series
611,Data Visualization with Tableau Specialization,4.5,Get in-depth knowledge of a subject,5 course series
612,Microsoft Azure Security Engineer Associate (AZ-500) Professional Certificate,4.5,Earn a career credential that demonstrates your expertise,7 course series
613,Palliative Care Always Specialization,4.6,Get in-depth knowledge of a subject,5 course series
614,Fundraising and Development Specialization,4.6,Get in-depth knowledge of a subject,4 course series
615,Programming with JavaScript,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
616,Marine Biology,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
617,Health Informatics Specialization,4.4,Get in-depth knowledge of a subject,5 course series
618,The Payroll Professional,4.7,Gain insight into a topic and learn the fundamentals.,3 modules
619,Introduction to Python Programming,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
620,Supply Chain Digitization: Strategy and Design,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
621,Professional Skills for the Workplace Specialization,4.7,Get in-depth knowledge of a subject,4 course series
622,Executive Data Science Specialization,4.5,Get in-depth knowledge of a subject,5 course series
623,Strategy and Game Theory for Management,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
624,Microsoft Power Platform Fundamentals PL-900 Exam Prep Specialization,4.3,Get in-depth knowledge of a subject,4 course series
625,IntroducciÃ³n a la programaciÃ³n en Python I: Aprendiendo a programar con Python,4.4,Gain insight into a topic and learn the fundamentals.,6 modules
626,Electronic Music Production Specialization,4.8,Get in-depth knowledge of a subject,4 course series
627,Digital Product Management: Modern Fundamentals,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
628,Excel and Copilot Fundamentals,4.0,Gain insight into a topic and learn the fundamentals.,5 modules
629,Finding Your Professional Voice: Confidence & Impact,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
630,IELTS Preparation Specialization,4.6,Get in-depth knowledge of a subject,3 course series
631,Biology Meets Programming: Bioinformatics for Beginners,4.2,Gain insight into a topic and learn the fundamentals.,4 modules
632,Essentials in Clinical Simulations Across the Health Professions,4.8,Gain insight into a topic and learn the fundamentals.,7 modules
633,Addiction Treatment: Clinical Skills for Healthcare Providers,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
634,Microsoft Copilot: Your Everyday AI Companion Specialization,4.5,Get in-depth knowledge of a subject,3 course series
635,The AI Awakening: Implications for the Economy and Society,4.7,Gain insight into a topic and learn the fundamentals.,3 modules
636,Introduction to Spreadsheets and Models,4.2,Gain insight into a topic and learn the fundamentals.,4 modules
637,Culture-Driven Team Building Specialization,4.6,Get in-depth knowledge of a subject,5 course series
638,Psychological Research Specialization,4.8,Get in-depth knowledge of a subject,3 course series
639,Visualizing the Living Body: Diagnostic Imaging,4.8,Gain insight into a topic and learn the fundamentals.,7 modules
640,Politics and Economics of International Energy,4.7,Gain insight into a topic and learn the fundamentals.,8 modules
641,Corporate & Commercial Law I: Contracts & Employment Law,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
642,Music Education for Teachers Specialization,4.8,Get in-depth knowledge of a subject,4 course series
643,Arm Cortex-M Architecture and Software Development Specialization,4.6,Get in-depth knowledge of a subject,4 course series
644,Data Mining  Specialization,4.5,Get in-depth knowledge of a subject,6 course series
645,Learn English: Beginning Grammar Specialization,4.9,Get in-depth knowledge of a subject,3 course series
646,Robotic Process Automation (RPA) Specialization,4.7,Get in-depth knowledge of a subject,6 course series
647,Computational Neuroscience,4.6,Gain insight into a topic and learn the fundamentals.,8 modules
648,GPU Programming Specialization,What you'll learn,Get in-depth knowledge of a subject,4 course series
649,Write A Feature Length Screenplay For Film Or Television,4.6,Gain insight into a topic and learn the fundamentals.,20 modules
650,Introduction to Psychology,4.9,Gain insight into a topic and learn the fundamentals.,12 modules
651,Marketing Mix Implementation Specialization,4.6,Get in-depth knowledge of a subject,5 course series
652,Investment and Portfolio Management Specialization,4.5,Get in-depth knowledge of a subject,5 course series
653,Epidemiology: The Basic Science of Public Health,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
654,Applied Computational Fluid Dynamics,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
655,CVS Health Call Center Customer Service Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,4 course series
656,Using Python to Interact with the Operating System,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
657,Teach English Now! Capstone Project 1,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
658,PMP Exam Prep Certification Training  Specialization,4.6,Get in-depth knowledge of a subject,4 course series
659,Financial Accounting Fundamentals,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
660,Vital Signs: Understanding What the Body Is Telling Us,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
661,Sustainability for Business: ESG Fundamentals,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
662,What is Compliance?,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
663,Cybersecurity Attack and Defense Fundamentals Specialization,4.6,Get in-depth knowledge of a subject,3 course series
664,Introduction to Forensic Science,4.9,Gain insight into a topic and learn the fundamentals.,9 modules
665,Creative Thinking: Techniques and Tools for Success,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
666,Making Architecture,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
667,The Science of Well-Being for Teens,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
668,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",4.6,Gain insight into a topic and learn the fundamentals.,5 modules
669,Engineering Project Management Specialization,4.8,Get in-depth knowledge of a subject,3 course series
670,Clinical Terminology for International and U.S. Students,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
671,Neuroscience and Neuroimaging Specialization,4.7,Get in-depth knowledge of a subject,4 course series
672,Finance for Technical Managers Specialization,4.7,Get in-depth knowledge of a subject,3 course series
673,Algebra: Elementary to Advanced Specialization,4.8,Get in-depth knowledge of a subject,3 course series
674,Terrorism and Counterterrorism: Comparing Theory and Practice,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
675,SAS Programmer Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,4 course series
676,Dog Emotion and Cognition,4.7,Gain insight into a topic and learn the fundamentals.,8 modules
677,"GIS, Mapping, and Spatial Analysis Specialization",4.9,Get in-depth knowledge of a subject,4 course series
678,Accounting: Principles of Financial Accounting,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
679,Project Management: Foundations and Initiation,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
680,Web Applications for Everybody Specialization,4.8,Get in-depth knowledge of a subject,4 course series
681,Databases for Data Scientists Specialization,4.6,Get in-depth knowledge of a subject,3 course series
682,Core Java Specialization,4.6,Get in-depth knowledge of a subject,4 course series
683,Troubles du spectre de l'autisme : diagnostic,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
684,Chinese for Beginners,4.8,Gain insight into a topic and learn the fundamentals.,7 modules
685,ESG for All Specialization,4.7,Get in-depth knowledge of a subject,6 course series
686,Sports Performance Analytics Specialization,4.5,Get in-depth knowledge of a subject,5 course series
687,Music Business  Specialization,4.8,Get in-depth knowledge of a subject,4 course series
688,Business Communication Specialization,4.8,Get in-depth knowledge of a subject,3 course series
689,Probabilistic Graphical Models  Specialization,4.6,Get in-depth knowledge of a subject,3 course series
690,Introduction to Security Principles in Cloud Computing,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
691,Microeconomics: The Power of Markets,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
692,ChatGPT Advanced Data Analysis,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
693,"Effective Communication: Writing, Design, and Presentation Specialization",4.8,Get in-depth knowledge of a subject,4 course series
694,IA Para Todos (EspaÃ±ol),4.9,Gain insight into a topic and learn the fundamentals.,4 modules
695,Renewable Energy Specialization,4.8,Get in-depth knowledge of a subject,4 course series
696,Real Estate Property Management,4.8,Gain insight into a topic and learn the fundamentals.,1 module
697,Mathematics for Machine Learning: Linear Algebra,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
698,Technical Communication Specialization,4.4,Get in-depth knowledge of a subject,3 course series
699,Xbox Graphic Designer Professional Certificate,4.5,Earn a career credential that demonstrates your expertise,5 course series
700,MLOps | Machine Learning Operations Specialization,3.8,Get in-depth knowledge of a subject,4 course series
701,Natural Language Processing with Probabilistic Models,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
702,Data Modeling in Power BI,4.2,Gain insight into a topic and learn the fundamentals.,4 modules
703,Responsible Generative AI Specialization,4.7,Get in-depth knowledge of a subject,4 course series
704,Teach English Now! Lesson Design and Assessment,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
705,Data Science Foundations: Statistical Inference Specialization,4.3,Get in-depth knowledge of a subject,3 course series
706,Omnichannel Retail Strategy Specialization,4.7,Get in-depth knowledge of a subject,3 course series
707,Java FullStack Developer Specialization,4.3,Get in-depth knowledge of a subject,3 course series
708,The Power of Statistics,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
709,English for Common Interactions in the Workplace: Basic Level,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
710,Using Python to Access Web Data,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
711,Blockchain Revolution Specialization,4.7,Get in-depth knowledge of a subject,4 course series
712,Product Owner Certification [PSPO I] Preparation  Specialization,What you'll learn,Get in-depth knowledge of a subject,4 course series
713,Fractal Data Science  Professional Certificate,4.5,Earn a career credential that demonstrates your expertise,8 course series
714,Introduction to Genetics and Evolution,4.8,Gain insight into a topic and learn the fundamentals.,12 modules
715,Strategic Thinking for Everyone Specialization,4.5,Get in-depth knowledge of a subject,4 course series
716,Trading Strategies in Emerging Markets Specialization,4.3,Get in-depth knowledge of a subject,5 course series
717,Business and Marketing Strategies Specialization,4.6,Get in-depth knowledge of a subject,4 course series
718,Embedding Sensors and Motors Specialization,4.6,Get in-depth knowledge of a subject,4 course series
719,An Introduction to Consumer Neuroscience & Neuromarketing ,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
720,"FinTech: Foundations, Payments, and Regulations",4.6,Gain insight into a topic and learn the fundamentals.,4 modules
721,Learn Interpersonal Psychotherapy,4.9,Gain insight into a topic and learn the fundamentals.,9 modules
722,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
723,Architecting with Google Kubernetes Engine Specialization,4.7,Get in-depth knowledge of a subject,3 course series
724,Customer Analytics,4.6,Gain insight into a topic and learn the fundamentals.,5 modules
725,"HTML, CSS, and Javascript for Web Developers Specialization",4.6,Get in-depth knowledge of a subject,4 course series
726,Management Skills for New Managers,4.8,Gain insight into a topic and learn the fundamentals.,1 module
727,Power Electronics Specialization,4.8,Get in-depth knowledge of a subject,4 course series
728,"Anatomy of the Chest, Neck, Abdomen, and Pelvis",4.8,Gain insight into a topic and learn the fundamentals.,9 modules
729,Version Control,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
730,Customer Relationship Management,4.6,Gain insight into a topic and learn the fundamentals.,1 module
731,Entrepreneurship 1: Developing the Opportunity,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
732,Fundamentals of GIS,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
733,Sales Training for High Performing Teams Specialization,4.7,Get in-depth knowledge of a subject,4 course series
734,Generative AI in HR - Impact and Application of Gen AI,4.4,Gain insight into a topic and learn the fundamentals.,2 modules
735,Fundamentals of Computing Specialization,4.8,Get in-depth knowledge of a subject,7 course series
736,"Personal Productivity, Time Management and Prioritization",4.7,Gain insight into a topic and learn the fundamentals.,1 module
737,Economics of Money and Banking,4.9,Gain insight into a topic and learn the fundamentals.,13 modules
738,Building Smarter: BIM in Practice Specialization,4.6,Get in-depth knowledge of a subject,3 course series
739,Arts and Heritage Management,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
740,Data-driven Decision Making,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
741,Inspired Leadership Specialization,4.8,Get in-depth knowledge of a subject,5 course series
742,Six Sigma Principles ,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
743,The Complete Quantum Computing Course for Beginners Specialization,4.2,Get in-depth knowledge of a subject,3 course series
744,Google Data Analytics Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,8 course series
745,Certified Ethical Hacking (v12) Specialization,4.7,Get in-depth knowledge of a subject,4 course series
746,"Teach English Now! Second Language Reading, Writing, and Grammar ",4.9,Gain insight into a topic and learn the fundamentals.,6 modules
747,Learn Chinese: HSK Test Preparation Specialization,4.8,Get in-depth knowledge of a subject,4 course series
748,Gamification,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
749,Market Research Specialization,4.5,Get in-depth knowledge of a subject,4 course series
750,MATLAB Programming for Engineers and Scientists Specialization,4.8,Get in-depth knowledge of a subject,3 course series
751,React Basics,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
752,C Programming with Linux Specialization,4.6,Get in-depth knowledge of a subject,7 course series
753,"Competencias digitales. Herramientas de ofimÃ¡tica (Microsoft Word, Excel, Power Point)",4.8,Gain insight into a topic and learn the fundamentals.,6 modules
754,RÃ©ussir le Changement,4.5,Gain insight into a topic and learn the fundamentals.,7 modules
755,Global Diplomacy: the United Nations in the World,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
756,Pre-MBA Statistics,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
757,Site Reliability Engineering: Measuring and Managing Reliability,4.5,Gain insight into a topic and learn the fundamentals.,7 modules
758,Write Professional Emails in English,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
759,Operations and Process Management,4.8,Gain insight into a topic and learn the fundamentals.,9 modules
760,Strategic Management and Innovation Specialization,4.7,Get in-depth knowledge of a subject,4 course series
761,International Leadership and Organizational Behavior,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
762,Introduction to Computers,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
763,Business Finance and Data Analysis Fundamentals Specialization,4.6,Get in-depth knowledge of a subject,3 course series
764,Artificial Intelligence (AI) Education for Teachers,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
765,Introduction to Model-Based Systems Engineering,4.3,Gain insight into a topic and learn the fundamentals.,5 modules
766,Learn Spanish: Basic Spanish Vocabulary Specialization,4.6,Get in-depth knowledge of a subject,5 course series
767,Introduction to Cosmetic and Skincare Science,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
768,Removing Barriers to Change,4.9,Gain insight into a topic and learn the fundamentals.,4 modules
769,Data Visualization with Python,4.5,Gain insight into a topic and learn the fundamentals.,5 modules
770,Foundations of Business Strategy,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
771,PwC GST Taxation Executive  Professional Certificate,4.6,Earn a career credential that demonstrates your expertise,7 course series
772,"Decisions, Decisions: Dashboards and Reports",4.8,Gain insight into a topic and learn the fundamentals.,6 modules
773,From Data to Insights with Google Cloud Specialization,4.7,Get in-depth knowledge of a subject,4 course series
774,Understanding Medical Research: Your Facebook Friend is Wrong,4.9,Gain insight into a topic and learn the fundamentals.,7 modules
775,Networking in Google Cloud Specialization,4.8,Get in-depth knowledge of a subject,6 course series
776,Healthcare Management and Finance Specialization,4.7,Get in-depth knowledge of a subject,3 course series
777,Learn English: Advanced Grammar and Punctuation Specialization,4.8,Get in-depth knowledge of a subject,4 course series
778,A Story of Economics: A Principles Tale Specialization,4.9,Get in-depth knowledge of a subject,3 course series
779,Modeling and Control of Power Electronics Specialization,4.8,Get in-depth knowledge of a subject,5 course series
780,Introduction to Finance: The Basics,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
781,AI Strategy and Project Management Specialization,4.7,Get in-depth knowledge of a subject,4 course series
782,Learn to Program: The Fundamentals,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
783,Liabilities and Equity in Accounting,4.4,Gain insight into a topic and learn the fundamentals.,4 modules
784,Integrative Health and Medicine Specialization,4.8,Get in-depth knowledge of a subject,5 course series
785,African development â from the past to the present,4.1,Gain insight into a topic and learn the fundamentals.,5 modules
786,OWASP Top 10 - 2021 Specialization,4.6,Get in-depth knowledge of a subject,3 course series
787,Business Statistics and Analysis Specialization,4.7,Get in-depth knowledge of a subject,5 course series
788,Petroleum Engineering with AI Applications  Specialization,4.7,Get in-depth knowledge of a subject,5 course series
789,Power BI for Beginners: Build your First Report,4.4,"Learn, practice, and apply job-ready skills with expert guidance",Guided Project
790,Teach English Now! Capstone Project 2,4.9,Gain insight into a topic and learn the fundamentals.,5 modules
791,.NET FullStack Developer Specialization,4.1,Get in-depth knowledge of a subject,3 course series
792,Introduction to User Experience Design ,4.5,Gain insight into a topic and learn the fundamentals.,6 modules
793,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",4.9,Gain insight into a topic and learn the fundamentals.,6 modules
794,Advertising with Meta,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
795,Narrative Economics,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
796,Xbox Product Manager Professional Certificate,4.7,Earn a career credential that demonstrates your expertise,5 course series
797,Excel Skills for Business: Intermediate I,4.9,Gain insight into a topic and learn the fundamentals.,7 modules
798,Advanced Machine Learning on Google Cloud Specialization,4.5,Get in-depth knowledge of a subject,4 course series
799,Medical Billing and Coding Essentials,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
800,Sales and CRM Overview,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
801,MBA Essentials,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
802,Sustainable Fashion,4.8,Gain insight into a topic and learn the fundamentals.,8 modules
803,Python Programming Fundamentals,4.2,Gain insight into a topic and learn the fundamentals.,6 modules
804,Tally Bookkeeper Professional Certificate,4.6,Earn a career credential that demonstrates your expertise,3 course series
805,Everyday Chinese Medicine,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
806,International Security Management,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
807,Google Cloud Fundamentals: Core Infrastructure,4.7,Gain insight into a topic and learn the fundamentals.,9 modules
808,Data Science Methodology,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
809,Introduction to Microsoft Azure Cloud Services,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
810,Marketing Strategy Specialization,4.4,Get in-depth knowledge of a subject,5 course series
811,ÐÑÐºÑÑÑÑÐ²ÐµÐ½Ð½ÑÐ¹ ÐÐ½ÑÐµÐ»Ð»ÐµÐºÑ (ÐÐ) Ð´Ð»Ñ Ð²ÑÐµÑ,4.9,Gain insight into a topic and learn the fundamentals.,4 modules
812,Introduction to Cloud Computing,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
813,Real-World Product Management Specialization,4.5,Get in-depth knowledge of a subject,4 course series
814,Understanding child development: from synapse to society,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
815,Learning and Development,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
816,Leading Healthcare Quality and Safety,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
817,People Analytics,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
818,Introduction to Chemistry:  Reactions and Ratios,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
819,Social Media Marketing Specialization,4.7,Get in-depth knowledge of a subject,6 course series
820, Generative AI Content Creation,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
821,Python for Cybersecurity Specialization,4.5,Get in-depth knowledge of a subject,5 course series
822,An Introduction to Learning Experience Design (LXD) Specialization,4.8,Get in-depth knowledge of a subject,3 course series
823,Coaching Skills for Managers Specialization,4.8,Get in-depth knowledge of a subject,4 course series
824,Fundamentals of Social Media Advertising,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
825,The Fundamentals of Personal Finance Specialization,4.6,Get in-depth knowledge of a subject,5 course series
826,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",4.8,Gain insight into a topic and learn the fundamentals.,4 modules
827,The Digital Marketing Revolution,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
828,Wind Energy,4.7,Gain insight into a topic and learn the fundamentals.,2 modules
829,Introduction to Git and GitHub,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
830,Epidemiology in Public Health Practice Specialization,4.7,Get in-depth knowledge of a subject,5 course series
831,Mathematics for Engineers Specialization,4.9,Get in-depth knowledge of a subject,5 course series
832,Viral Marketing and How to Craft Contagious Content,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
833,Healing with the Arts,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
834,BI Essentials for Finance Analysts (Power BI Edition) Specialization,4.8,Get in-depth knowledge of a subject,4 course series
835,Abnormal Psychology Specialization,4.8,Get in-depth knowledge of a subject,3 course series
836,Introduction to Data Analytics in Google Cloud,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
837,DevOps and AI on AWS Specialization,What you'll learn,Get in-depth knowledge of a subject,3 course series
838,Effective Compliance Programs,4.9,Gain insight into a topic and learn the fundamentals.,4 modules
839,Microsoft Generative AI for Data Analysis  Professional Certificate,4.4,Earn a career credential that demonstrates your expertise,6 course series
840,Impact Measurement & Management for the SDGs,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
841,TensorFlow: Data and Deployment Specialization,4.7,Get in-depth knowledge of a subject,4 course series
842,Supply Chain Principles,4.6,Gain insight into a topic and learn the fundamentals.,5 modules
843,Essentials of Global Health,4.8,Gain insight into a topic and learn the fundamentals.,10 modules
844,Introduction to Machine Learning,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
845,Chip based VLSI design for Industrial Applications Specialization,4.4,Get in-depth knowledge of a subject,4 course series
846,Real-World Engineering Management Specialization,4.8,Get in-depth knowledge of a subject,3 course series
847,Regression Analysis: Simplify Complex Data Relationships,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
848,Relationship Management and Business Development ,4.3,Gain insight into a topic and learn the fundamentals.,1 module
849,Generative AI for Healthcare,4.2,Gain insight into a topic and learn the fundamentals.,5 modules
850,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
851,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
852,How to Sell: An Overview of Fundamental Selling Techniques,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
853,Introduction to Computer Vision and Image Processing,4.3,Gain insight into a topic and learn the fundamentals.,6 modules
854,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
855,Data Science Ethics,4.7,Gain insight into a topic and learn the fundamentals.,10 modules
856,Inteligencia Artificial (IA): Interacciones y prompts,4.9,Gain insight into a topic and learn the fundamentals.,4 modules
857,Financial Acumen for Non-Financial Managers,4.5,Gain insight into a topic and learn the fundamentals.,4 modules
858,Microeconomics Principles Specialization,4.8,Get in-depth knowledge of a subject,4 course series
859,Introduction to 3D Modeling,4.0,Gain insight into a topic and learn the fundamentals.,4 modules
860,Fundamentals of Accounting  Specialization,4.6,Get in-depth knowledge of a subject,4 course series
861,Equine Welfare and Management,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
862,Computational Thinking for Problem Solving,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
863,Troubles du spectre de l'autisme : interventions,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
864,Emotional Intelligence: Cultivating Immensely Human Interactions,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
865,Dairy Production and Management,4.8,Gain insight into a topic and learn the fundamentals.,8 modules
866,A Law Student's Toolkit,4.7,Gain insight into a topic and learn the fundamentals.,7 modules
867,Solar Energy Basics,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
868,Leadership in 21st Century Organizations,4.8,Gain insight into a topic and learn the fundamentals.,19 modules
869,Marketing Digital,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
870,Microsoft Program Management Professional Certificate,4.6,Earn a career credential that demonstrates your expertise,7 course series
871,Certified Associate in Project Management (CAPM) Specialization,What you'll learn,Get in-depth knowledge of a subject,3 course series
872,Convolutional Neural Networks in TensorFlow,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
873,Web3 and Blockchain in Global Commerce Specialization,4.7,Get in-depth knowledge of a subject,4 course series
874,Machine Design Part I,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
875,Machine Design Part I,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
876,Financing and Investing in Infrastructure,4.8,Gain insight into a topic and learn the fundamentals.,7 modules
877,Foundations of Data Science: K-Means Clustering in Python,4.6,Gain insight into a topic and learn the fundamentals.,5 modules
878,Professional Selling: 3 Steps to High-Performance Specialization,4.6,Get in-depth knowledge of a subject,3 course series
879,University Teaching,4.8,Gain insight into a topic and learn the fundamentals.,7 modules
880,Introduction to Medical Software,4.8,Gain insight into a topic and learn the fundamentals.,14 modules
881,Introduction to Data Analytics,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
882,Teach English Now! Technology Enriched Teaching,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
883,Akamai Customer Consulting and Support Professional Certificate,4.7,Earn a career credential that demonstrates your expertise,6 course series
884,Akamai Network Engineering Professional Certificate,4.7,Earn a career credential that demonstrates your expertise,5 course series
885,Natural Language Processing with Sequence Models,4.5,Gain insight into a topic and learn the fundamentals.,3 modules
886,Programming with Google Go Specialization,4.6,Get in-depth knowledge of a subject,3 course series
887,Digital Signal Processing Specialization,4.6,Get in-depth knowledge of a subject,4 course series
888,Positive Psychology ,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
889,Google Cybersecurity Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,8 course series
890,Auditing I: Conceptual Foundations of Auditing,4.7,Gain insight into a topic and learn the fundamentals.,9 modules
891,Advanced Global Procurement and Sourcing Specialization,4.6,Get in-depth knowledge of a subject,7 course series
892,ESG Risks and Opportunities,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
893,Learn to Speak Korean 1,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
894,Disability Inclusion in Education: Building Systems of Support ,4.9,Gain insight into a topic and learn the fundamentals.,5 modules
895,Natural Language Processing with Attention Models,4.4,Gain insight into a topic and learn the fundamentals.,3 modules
896,RÃ©daction de contrats,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
897,Building Strategic Foresight Capabilities,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
898,The Nuts and Bolts of Machine Learning,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
899,Computational Social Science Specialization,4.7,Get in-depth knowledge of a subject,5 course series
900,Futures Thinking Specialization,4.9,Get in-depth knowledge of a subject,5 course series
901,Google Project Management: Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,6 course series
902,International Marketing & Cross Industry Growth  Specialization,4.7,Get in-depth knowledge of a subject,6 course series
903,Building Your Audience for Music Professionals Specialization,4.8,Get in-depth knowledge of a subject,3 course series
904,CISSP Certified Information Systems Security Professional Specialization,4.9,Get in-depth knowledge of a subject,8 course series
905,Introduction to Operations Management,4.4,Gain insight into a topic and learn the fundamentals.,4 modules
906,Google UX Design Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,7 course series
907,Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,4.8,Get in-depth knowledge of a subject,4 course series
908,Machine Learning and Reinforcement Learning in Finance Specialization,3.7,Get in-depth knowledge of a subject,4 course series
909,Problem Solving with Excel ,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
910,The Art of Storytelling,4.5,Gain insight into a topic and learn the fundamentals.,1 module
